name,num_locations,categories,raw_categories
Gentlemen's Den Barber Shop,1,Barber shop,Barber shop
Gentlemens Footwear,1,Custom tailor|Haberdashery|Shoe store|Watch store,Custom tailor|Haberdashery|Shoe store|Watch store
Gentry's Beauty and Barber Headquarters,1,Barber shop|beauty_salon,Barber shop|Beauty salon
Geocon Incorporated,1,Engineering consultant,Engineering consultant
Geoffrey's Hair Salon,1,beauty_salon,Beauty salon|Hair salon
Geoffrey's Ramona,1,beauty_salon,Beauty salon
George & Krogh Welding Inc,1,Aluminum welder|Metal fabricator|Welder,Aluminum welder|Metal fabricator|Welder
"George Bukes, Compass",1,Real estate agents,Real estate agents
George Burgers,1,American restaurant|Fast food restaurant|Hamburger restaurant|restaurant,American restaurant|Fast food restaurant|Hamburger restaurant|Restaurant
George J Ronis Law Offices,1,Family law attorney,Family law attorney
George L. Stevens Senior Center,1,park|Senior citizen center,Park|Senior citizen center
"George Madany, MD",1,Pediatrician,Pediatrician
"George Papas, MD",1,Family practice physician|General practitioner|Internist,Family practice physician|General practitioner|Internist
George South Africa,1,Apartment building,Apartment building
George's Cafe,1,Brunch restaurant,Brunch restaurant
George's Camera,2,Camera repair shop|Camera store|Passport photo processor|Photo lab|Photo shop|Video camera repair service,Camera repair shop|Camera store|Passport photo processor|Photo lab|Photo shop|Video camera repair service
George's Garage,1,Transmission shop,Transmission shop
George's International Tours,1,Travel agency,Travel agency
George's Lawn Equipment 2,1,Lawn mower store,Lawn mower store
George's Lawn Equipment Co,1,Lawn mower store,Lawn mower store
George's at the Cove,1,bar|Californian restaurant|New American restaurant|restaurant,Bar|Californian restaurant|New American restaurant|Restaurant
Georgeanna Mobile Home Park,1,Mobile home park,Mobile home park
Georgia Street Historical Bridge,1,Bridge,Bridge
Georgia's Greek Cuisine,1,European restaurant|Greek restaurant|Mediterranean restaurant|restaurant,European restaurant|Greek restaurant|Mediterranean restaurant|Restaurant
Georgia's Liquor,1,Liquor store,Liquor store
Georgina Cole Library,1,Public library,Public library
Geppetto's - 4S Commons Town Ctr,1,Gift shop|Toy store,Gift shop|Toy store
"Geppetto's - Carlsbad, The Forum",1,Gift shop|Toy store,Gift shop|Toy store
Geppetto's - Del Mar Highlands,1,Gift shop|Toy store,Gift shop|Toy store
Geppetto's - Fashion Valley,1,Gift shop|Toy store,Gift shop|Toy store
Geppetto's - La Jolla,1,Gift shop|Toy store,Gift shop|Toy store
Geppetto's - Seaport Village,1,Toy store,Toy store
Geppetto's - Westfield UTC,1,Gift shop|Toy store,Gift shop|Toy store
Geppetto's Clocks and Candles,1,Candle store,Candle store
Geppetto's Toys,1,Toy store,Toy store
Gerard Bazile MD APMC,1,Endocrinologist,Endocrinologist
"Gerard Lumkong, MD",1,Family practice physician,Family practice physician
Gerardy Photography,1,Photo shop,Photo shop
Gerber Collision & Glass,1,Auto body shop|Auto dent removal service|auto_repair,Auto body shop|Auto dent removal service|Auto repair shop
Gerlando's Pizzeria,1,Pizza restaurant,Pizza restaurant
German American Societies Inc,1,Event venue,Event venue
German Autowerkstatt,1,auto_repair,Auto repair shop
German's Hair Style,1,beauty_salon,Beauty salon|Hair salon
Germán Seafood Food Truck,1,Seafood restaurant,Seafood restaurant
Gerry McLean - State Farm Insurance Agent,1,Auto insurance agency|Home insurance agency|Insurance agency|Life insurance agency|Renter's insurance agency,Auto insurance agency|Home insurance agency|Insurance agency|Life insurance agency|Renter's insurance agency
Gerry's Grill,1,restaurant,Restaurant
Get Air Trampoline Park,2,Amusement center|Amusement park|Gym|park|Recreation center,Amusement center|Amusement park|Gym|Park|Recreation center
Get It Clean Laundromat,1,Dry cleaner|Laundromat,Dry cleaner|Laundromat
Get Out and Grill!,1,Entertainer,Entertainer
Get Smart WorkSpaces,1,Business center|Conference center|Coworking space,Business center|Conference center|Coworking space
GetAways at San Diego Country Estates,1,Serviced apartment,Serviced apartment
Gethsemane Lutheran,1,Lutheran church,Lutheran church
Ghetto Choppers,1,Motorcycle repair shop,Motorcycle repair shop
Ghiloni Granite Design,1,Bathroom remodeler|Granite supplier|Kitchen remodeler|Marble contractor|Marble supplier|Tile contractor,Bathroom remodeler|Granite supplier|Kitchen remodeler|Marble contractor|Marble supplier|Tile contractor
Ghirardelli Chocolate Outlet and Ice Cream Shop,1,Chocolate shop|Ice cream shop,Chocolate shop|Ice cream shop
Ghirardelli Ice Cream and Chocolate Shop,1,Chocolate shop|Ice cream shop,Chocolate shop|Ice cream shop
Ghost Fried Chicken,1,restaurant,Restaurant
Ghost Tours,1,Tour operator,Tour operator
GiGi's Playhouse San Diego,1,Association or organization|Disability services & support organisation|Non-profit organization|Volunteer organization,Association or organization|Disability services & support organisation|Non-profit organization|Volunteer organization
Giacoletti Music Center,1,Music school|Music store,Music school|Music store
Gianni Buonomo Vintners,1,Event venue|Wine bar|Wine club|Winery,Event venue|Wine bar|Wine club|Winery
Gianni's Pizza,1,Deli|Italian restaurant|Pizza restaurant,Deli|Italian restaurant|Pizza restaurant
Giant Bambino's Pizza II,1,Delivery Restaurant|Pizza restaurant,Delivery Restaurant|Pizza restaurant
Giant Bronx Pizza,1,Pizza restaurant,Pizza restaurant
Giant Dipper Roller Coaster,1,Roller coaster|poi_attraction,Roller coaster|Tourist attraction
Giant K Market,1,Liquor store,Liquor store
Giant New York Pizza,5,Delivery Restaurant|Pizza Takeout|Pizza delivery|Pizza restaurant|restaurant,Delivery Restaurant|Pizza Takeout|Pizza delivery|Pizza restaurant|Restaurant
Giant New York Pizza & Pasta,1,Pizza delivery|Takeout Restaurant,Pizza delivery|Takeout Restaurant
Giant Oak tree,1,Hiking area,Hiking area
Giant Photo Service,1,Digital printing service|Photo shop,Digital printing service|Photo shop
Giant Pizza King,10,Chicken restaurant|Delivery Restaurant|Family restaurant|Italian restaurant|Meal delivery|Pizza Takeout|Pizza delivery|Pizza restaurant|Pizza takeaway|restaurant|Sandwich shop|Takeout Restaurant|Takeout restaurant,Chicken restaurant|Delivery Restaurant|Family restaurant|Italian restaurant|Meal delivery|Pizza Takeout|Pizza delivery|Pizza restaurant|Pizza takeaway|Restaurant|Sandwich shop|Takeout Restaurant|Takeout restaurant
Giant pizza king,1,restaurant,Restaurant
Giaola Italian Kitchen,1,American restaurant|bar|Fine dining restaurant|Italian restaurant|restaurant|Wine bar,American restaurant|Bar|Fine dining restaurant|Italian restaurant|Restaurant|Wine bar
Giardino,1,bar|Beer garden|Italian restaurant|restaurant|Wine bar,Bar|Beer garden|Italian restaurant|Restaurant|Wine bar
Gibbs Flying Service,1,Aircraft maintenance company|Airport|Aviation training institute,Aircraft maintenance company|Airport|Aviation training institute
Gibella Salon Professional Hairstyles,1,beauty_salon,Beauty salon
Gibson & Barnes,1,Pharmacy|Uniform store|Work clothes store,Pharmacy|Uniform store|Work clothes store
Gibson Lighting,1,Antique furniture restoration service|Custom home builder|Electronics repair shop|Home improvement store|Landscape lighting designer|Lighting store,Antique furniture restoration service|Custom home builder|Electronics repair shop|Home improvement store|Landscape lighting designer|Lighting store
Gift Card Hotline/Quick Stop Liquor,1,Convenience store,Convenience store
Gift Card Max - San Diego,1,Pawn shop,Pawn shop
Gift Card Palace,1,Gift shop,Gift shop
Gift Shop,1,Gift shop,Gift shop
Gift Wrap & Quick Mart,1,Party store,Party store
GigTown LLC,1,Business center,Business center
GigaIO Networks,1,Corporate office,Corporate office
Gigante Market,1,Grocery store,Grocery store
Gigi,1,,
Gigi’s Nail Hair,1,beauty_salon,Beauty salon|Nail salon
Gil's Automotive,1,auto_repair,Auto repair shop
Gila Rut Aveda Salon,2,beauty_salon,Hair salon
Gila Rūt Aveda Salon,1,beauty_salon,Hair salon
Gilbert's Shoe Repair,1,Shoe repair shop,Shoe repair shop
Gilden Family Chiropractic,1,Chiropractor,Chiropractor
Gilden Family Chiropractic - San Diego Animal Chiropractic - San Diego Chiropractic,1,Chiropractor,Chiropractor
Gilden Family Chiropractic Ken W. Gilden DC,1,Chiropractor,Chiropractor
"Gilleon Law Firm, APC",1,Trial attorney,Trial attorney
Gillespie Field Cafe,1,coffee_shop,Cafe
Gillespie Field Station,1,Light rail station,Light rail station
Gillespie Field runway Viewing Lot,1,Parking lot,Parking lot
Gillett Refrigeration and Air Conditioning Inc.,1,Air conditioning contractor|Refrigerator repair service,Air conditioning contractor|Refrigerator repair service
Gilly's bar,1,bar,Bar
Gilman Drive Park & Ride,1,Parking lot,Parking lot
Gimme a key,1,Locksmith,Locksmith
Gina Barnes Realtor Ascent Real Estate,1,Real estate agency|Real estate consultant,Real estate agency|Real estate consultant
Gina Hair,1,beauty_salon,Hair salon
Gingerly Wax,1,Beauty product supplier|Waxing hair removal service,Beauty product supplier|Waxing hair removal service
Ginger’s,1,bar|Night club,Bar|Night club
Gino's Wide Shoes & Shoe Repair,1,Shoe repair shop,Shoe repair shop
Ginza Japanese Restaurant,1,Japanese restaurant,Japanese restaurant
Ginza Sushi,1,Asian restaurant|Japanese restaurant,Asian restaurant|Japanese restaurant
Gio & Gio New Concept Salon,1,beauty_salon,Beauty salon|Hair salon
Gio's Fitness101,1,Gym,Gym
Giorgino's,1,American restaurant|Cheesesteak restaurant|Deli|Hamburger restaurant|restaurant|Sandwich shop|Takeout Restaurant,American restaurant|Cheesesteak restaurant|Deli|Hamburger restaurant|Restaurant|Sandwich shop|Takeout Restaurant
Giovanni Monaco - State Farm Insurance Agent,1,Auto insurance agency|Home insurance agency|Insurance agency|Life insurance agency|Renter's insurance agency,Auto insurance agency|Home insurance agency|Insurance agency|Life insurance agency|Renter's insurance agency
Giovanni's,1,restaurant,Restaurant
Giovanni's Italian Restaurant,1,Italian restaurant,Italian restaurant
Giovanni's Italian Restaurant (closed),1,Italian restaurant,Italian restaurant
Giovanni's Restaurant,1,Italian restaurant|Pizza restaurant,Italian restaurant|Pizza restaurant
Giovanni's Trattoria,1,Italian restaurant|Pizza delivery|Pizza restaurant,Italian restaurant|Pizza delivery|Pizza restaurant
Girard Ave. Marketplace,1,Antique store,Antique store
Girard Gourmet,1,Belgian restaurant,Belgian restaurant
Girard Nail & Skin Care,1,beauty_salon,Nail salon
Girl Scouts San Diego Escondido Program Center,1,Non-profit organization,Non-profit organization
Girl on the Go Wellness Spa,1,Day spa|Facial spa|Massage therapist|Skin care clinic|Spa|Sports massage therapist|Tanning salon|Waxing hair removal service,Day spa|Facial spa|Massage therapist|Skin care clinic|Spa|Sports massage therapist|Tanning salon|Waxing hair removal service
Giumarra Brothers Fruit Co,1,Marketing agency|Produce market,Marketing agency|Produce market
Giuseppe Fine Catering,1,Caterer,Caterer
Giuseppe Restaurants & Fine Catering,1,restaurant,Restaurant
Giuseppe Restaurants and Catering,1,Caterer,Caterer
GiveWP,1,Software company,Software company
Glacier Water Services Inc,1,Vending machine supplier,Vending machine supplier
Gladly Coffee,1,coffee_shop,Coffee shop
Glam Dolls Hair & Make-Up Studio,1,beauty_salon|Hair extension technician|Make-up artist,Beauty salon|Hair extension technician|Hair salon|Make-up artist
Glam Mod-ish,1,beauty_salon,Beauty salon
Glamour Brows,1,beauty_salon|Hair removal service,Beauty salon|Hair removal service
Glamour Lounge Hair Boutique,1,beauty_salon,Beauty salon
Glamour Nails,3,beauty_salon|Day spa,Beauty salon|Day spa|Nail salon
Glamour Nails - Del Mar Highlands,1,beauty_salon,Beauty salon|Nail salon
Glamour Us,1,Beauty supply store|Cosmetics store|Fashion accessories store,Beauty supply store|Cosmetics store|Fashion accessories store
Glanbia Nutritionals,1,Manufacturer,Manufacturer
Glantz Sign and Graphics Supplies,1,Sign shop|Wholesaler,Sign shop|Wholesaler
Glass & Screens etc.,1,Costume store,Costume store
Glass Corner Cafè,1,Deli,Deli
Glass Door,1,American restaurant|bar|restaurant,American restaurant|Bar|Restaurant
Glass and Mirror Shoppe,1,Glass & mirror shop,Glass & mirror shop
Glassform,1,,
"Glazed Coffee & Creamery, PB CA",1,coffee_shop,Coffee shop
Glen Abbey Memorial Park & Mortuary,1,Cemetery|Funeral home,Cemetery|Funeral home
Glen Cleaners,1,Laundromat,Laundromat
Glen Oaks Escrow,1,Escrow service,Escrow service
GlenBrook Health Center,1,Assisted living facility|Retirement home,Assisted living facility|Retirement home
"Glenn C. Nusbaum, DC",1,Chiropractor,Chiropractor
"Glenn Cook, MD, PhD",1,Doctor|Ophthalmologist,Doctor|Ophthalmologist
Glenn's Market,1,Liquor store,Liquor store
Glider Port Trail,1,Hiking area|poi_attraction,Hiking area|Tourist attraction
Glitz & Glam & Beauty Parlor,1,beauty_salon,Beauty salon
Glo Salon,1,beauty_salon|Ear piercing service,Beauty salon|Ear piercing service|Hair salon
Global Authentics,1,Sports memorabilia store,Sports memorabilia store
Global Basecamps,1,Tour operator|Tourist information center|Travel agency,Tour operator|Tourist information center|Travel agency
Global Dumpsters,1,Corporate office,Corporate office
Global Entry / SENTRI Enrollment Center,1,Government office,Government office
"Global Equity Finance, Inc.",1,Mortgage broker,Mortgage broker
Global First Transportation,1,Limousine service,Limousine service
Global Grind Coffee,1,coffee_shop,Cafe|Coffee shop
Global Heating and Air Conditioning,1,HVAC contractor|Heating contractor|Solar energy contractor,HVAC contractor|Heating contractor|Solar energy contractor
Global Laser Vision San Diego,1,Lasik surgeon|Ophthalmologist|Optometrist,Lasik surgeon|Ophthalmologist|Optometrist
Global Sales & Finance,1,Car dealer|Truck dealer|Used car dealer|Used truck dealer,Car dealer|Truck dealer|Used car dealer|Used truck dealer
Globe Auto Tech,1,auto_repair,Auto repair shop
Globe Moving Group Inc.,1,Mover,Mover
GlockStore,1,Manufacturer,Manufacturer
Gloria Dei Lutheran Church,1,Church|Lutheran church,Church|Lutheran church
Gloria's Bakery,1,Bakery,Bakery
Gloria's Produce,1,Grocery store,Grocery store
Gloria's Salon,1,beauty_salon,Beauty salon
Gloria's Taco Shop,1,restaurant_mexican,Mexican restaurant
Glorietta Bay Anchorage,1,Bay,Bay
Glorietta Bay Boat Launching Ramp,1,Boat ramp,Boat ramp
Glorietta Bay Inn,1,Hotel,Hotel
Glorietta Bay Marina A California Yacht Marina,1,Boat club|Boat storage facility|Marina|Yacht club,Boat club|Boat storage facility|Marina|Yacht club
Glorietta Bay Park,1,park|poi_attraction,Park|Tourist attraction
Glorietta Bay Park Promenade,1,park|poi_attraction,Park|Tourist attraction
Glorietta Bay Park Restroom,1,Public bathroom,Public bathroom
Gloss Hair Studio 4S,1,beauty_salon,Hair salon
Gloss Hand Spa,1,beauty_salon|Waxing hair removal service,Nail salon|Waxing hair removal service
Gloss the Salon,2,beauty_salon|Beauty supply store|Hair extension technician|Hairdresser,Beauty salon|Beauty supply store|Hair extension technician|Hair salon|Hairdresser
Glowzone North County,1,Indoor playground|Laser tag center|Miniature golf course|Party planner,Indoor playground|Laser tag center|Miniature golf course|Party planner
Go Get Yogurt,1,Frozen yogurt shop,Frozen yogurt shop
Go Go Sushi & Ramen,1,restaurant|Sushi restaurant,Restaurant|Sushi restaurant
Go Green Agriculture,1,Farm,Farm
Go Green Cleaners,1,Cleaners|Dry cleaner,Cleaners|Dry cleaner
Go Plumbing and More,1,Drainage service|Plumber,Drainage service|Plumber
Go Postal!,1,Mailbox rental service|Notary public|Packaging supply store|Passport photo processor|Shipping and mailing service,Mailbox rental service|Notary public|Packaging supply store|Passport photo processor|Shipping and mailing service
Go San Diego Pass,1,Sightseeing tour agency|Tourist information center|Visitor center,Sightseeing tour agency|Tourist information center|Visitor center
Go! Calendars & Games,1,Game store|Office supply store|Stationery store,Game store|Office supply store|Stationery store
Go-Mart,1,Liquor store,Liquor store
Go-Staff,1,Employment agency|Recruiter|Temp agency,Employment agency|Recruiter|Temp agency
Go-Staff Oceanside,1,Temp agency,Temp agency
GoBahli Nails,1,beauty_salon,Nail salon
GoCar Tours,1,Scooter rental service|Tour agency,Scooter rental service|Tour agency
GoFruit Juice bar,1,restaurant,Restaurant
GoGoGrandparent,1,Assisted living facility|Chauffeur service|Home health care service|Retirement community|Social services organization,Assisted living facility|Chauffeur service|Home health care service|Retirement community|Social services organization
GoPro Carlsbad,1,Software company,Software company
GoShare Inc.,1,Delivery service|Logistics service|Mover|Software company|Transportation service,Delivery service|Logistics service|Mover|Software company|Transportation service
GoSite,1,Software company,Software company
GoWireless Verizon Authorized Retailer,1,Cell phone store|Electronics store|Internet service provider|Telecommunications service provider,Cell phone store|Electronics store|Internet service provider|Telecommunications service provider
Goalkeeper Restaurant Bar,2,bar|restaurant|Sports bar,Bar|Restaurant|Sports bar
Goat Hill Park,1,Golf club|Golf course|Golf driving range|Golf instructor|Public golf course,Golf club|Golf course|Golf driving range|Golf instructor|Public golf course
Gocken Deniz J MD,1,Doctor,Doctor
Goco,1,,
God's Extended Hand,1,Homeless shelter|Religious goods store|Religious organization|Social services organization,Homeless shelter|Religious goods store|Religious organization|Social services organization
God's Garage,1,Religious institution,Religious institution
God's Garden Pharmacy,1,Spices wholesalers|Tea manufacturer,Spices wholesalers|Tea manufacturer
Godfather's Pizza,1,Delivery Restaurant|Italian restaurant|Pizza restaurant|restaurant,Delivery Restaurant|Italian restaurant|Pizza restaurant|Restaurant
Godiva Chocolatier,3,Candy store|Chocolate shop,Candy store|Chocolate shop
Goforth Family Law & Mediation,1,Law firm,Law firm
Gogged,1,Paintball center,Paintball center
Gohl Clinic Of Chiropractic,1,Chiropractor|Health consultant|Wellness program,Chiropractor|Health consultant|Wellness program
Goi Cuon,1,restaurant,Restaurant
Goju Karate Center,1,Karate school|Martial arts school|Martial arts supply store|Physical fitness program|Self defense school,Karate school|Martial arts school|Martial arts supply store|Physical fitness program|Self defense school
Gold Coast Anchorage,1,Marina,Marina
Gold Coast Bagel Co,1,Bagel shop,Bagel shop
Gold Coast Motors,1,Used car dealer,Used car dealer
Gold Coast Real Estate-Steven Golden,1,Real estate agents,Real estate agents
Gold Coffee Shop,1,coffee_shop,Coffee shop
Gold Comb Barbershop North Park,1,Barber shop|beauty_salon,Barber shop|Hair salon
Gold Crown Macadamia Association,1,Warehouse,Warehouse
Gold Donut,1,Bakery,Bakery
Gold Elements Spa,1,Facial spa,Facial spa
Gold Leaf,1,Childrens store|Furniture store|Gift shop|Home goods store,Childrens store|Furniture store|Gift shop|Home goods store
Gold Medallion Awards,1,Store|Trophy shop,Store|Trophy shop
Gold Point 2,1,Shipping company,Shipping company
Gold Point Transportation Inc,1,Transportation,Transportation
Gold Refinery of San Diego,1,Gold dealer|Jewelry buyer,Gold dealer|Jewelry buyer
Gold Rose Tattoo,1,Tattoo shop,Tattoo shop
Gold Spa,1,Massage spa|Massage therapist,Massage spa|Massage therapist
Gold Stars Roofing,1,Roofing contractor,Roofing contractor
Gold Stripe Tattoo,1,Tattoo shop,Tattoo shop
Gold Town Jewelry,1,Jewelry repair service,Jewelry repair service
Gold Trust Store,1,Shopping mall,Shopping mall
Goldberg Dental Group,1,Cosmetic dentist|Dentist,Cosmetic dentist|Dentist
"Golden Age Financial Solutions, Inc.",1,Mortgage broker|Mortgage lender,Mortgage broker|Mortgage lender
Golden Bagel,1,Bagel shop,Bagel shop
Golden Bagel Cafe,1,Bagel shop|Breakfast restaurant|coffee_shop|Lunch restaurant|Sandwich shop,Bagel shop|Breakfast restaurant|Cafe|Lunch restaurant|Sandwich shop
Golden Bear Hand Car Wash,1,Car wash,Car wash
Golden Boy Bail Bonds,1,Bail bonds service,Bail bonds service
Golden Coast Mead,1,Winery,Winery
Golden Corral Buffet & Grill,1,American restaurant|Banquet hall|Breakfast restaurant|Buffet restaurant|Down home cooking restaurant|Family restaurant|Steak house|Takeout Restaurant,American restaurant|Banquet hall|Breakfast restaurant|Buffet restaurant|Down home cooking restaurant|Family restaurant|Steak house|Takeout Restaurant
Golden Day Spa,1,Day spa|Massage therapist,Day spa|Massage therapist
Golden Days Tattoo,1,Tattoo shop,Tattoo shop
Golden Donut,1,Donut shop,Donut shop
Golden Donuts,1,Dessert shop|Donut shop,Dessert shop|Donut shop
Golden Dragon After school Programs 金龙课後学校,1,After school program|Art center|Camp|Child care agency|Martial arts school|Self defense school,After school program|Art center|Camp|Child care agency|Martial arts school|Self defense school
Golden Eagle Liquor,1,Liquor store,Liquor store
Golden Egg Omelet House,1,Breakfast restaurant|Brunch restaurant|Lunch restaurant,Breakfast restaurant|Brunch restaurant|Lunch restaurant
Golden Gate Market,1,Supermarket,Supermarket
Golden Gate Sunrise Entertainment DJ / Cheap Wedding Videography / San Diego Sound & Lighting Rental,1,Audio visual equipment rental service|DJ service|Event management company|Event planner|Stage lighting equipment supplier|Video editing service|Video production service|Wedding photographer|Wedding planner|Wedding service,Audio visual equipment rental service|DJ service|Event management company|Event planner|Stage lighting equipment supplier|Video editing service|Video production service|Wedding photographer|Wedding planner|Wedding service
Golden Glow Skincare,1,Skin care clinic,Skin care clinic
Golden Haircare,1,beauty_salon,Beauty salon
Golden Hall,1,Conference center,Conference center
Golden Hill Cafe.,1,restaurant,Restaurant
Golden Hill Farmers Market,1,Farmers' market,Farmers' market
Golden Hill Jewelry and Loan,1,Pawn shop,Pawn shop
Golden Hill Market,1,Beer store|Grocery store|Market|Supermarket|Wine store,Beer store|Grocery store|Market|Supermarket|Wine store
Golden Hill Park,1,Entertainment|park|poi_attraction,Entertainment|Park|Tourist attraction
Golden Hill Recreation Center,1,Recreation center,Recreation center
Golden Hill Subacute and Rehabilitation Center,1,Nursing home|Rehabilitation center,Nursing home|Rehabilitation center
Golden Hour,1,Medical billing service|Software company,Medical billing service|Software company
Golden House,1,Chinese restaurant,Chinese restaurant
Golden Island,1,Dim sum restaurant,Dim sum restaurant
"Golden Key Properties, Inc.",1,Condominium rental agency|Property management company|Real estate agency|Real estate rental agency,Condominium rental agency|Property management company|Real estate agency|Real estate rental agency
Golden Mandarin,1,Chinese restaurant,Chinese restaurant
Golden Needle Tailor,1,Tailor,Tailor
Golden Poppy Salon,1,beauty_salon,Hair salon
Golden Rhino Room,1,Brewpub,Brewpub
Golden Rose Jewelry,1,Jewelry buyer|Jewelry repair service|Jewelry store,Jewelry buyer|Jewelry repair service|Jewelry store
Golden Rule Bindery Inc,1,Bookbinder,Bookbinder
Golden Spoon,6,Dessert restaurant|Dessert shop|Frozen yogurt shop|Ice cream shop,Dessert restaurant|Dessert shop|Frozen yogurt shop|Ice cream shop
Golden Spoon Carlsbad Plaza,1,Dessert shop|Frozen yogurt shop|Ice cream shop,Dessert shop|Frozen yogurt shop|Ice cream shop
Golden Stars Auto Glass,1,Auto glass shop|auto_repair|Glass repair service,Auto glass shop|Auto repair shop|Glass repair service
Golden State Flying Club,1,Aviation training institute|Flight school,Aviation training institute|Flight school
Golden State Gasoline,1,ATM|auto_repair|Gas station,ATM|Auto repair shop|Gas station
Golden State Greens,1,Alternative medicine practitioner|Cannabis store|Herb shop|Herbal medicine store|Holistic medicine practitioner|Medical group|Pain control clinic,Alternative medicine practitioner|Cannabis store|Herb shop|Herbal medicine store|Holistic medicine practitioner|Medical group|Pain control clinic
Golden State Law Group,1,Attorney|Criminal justice attorney|General practice attorney|Immigration attorney|Trial attorney,Attorney|Criminal justice attorney|General practice attorney|Immigration attorney|Trial attorney
Golden State Seafood Restaurant,1,Seafood restaurant,Seafood restaurant
Golden State Tire,1,Tire shop,Tire shop
Golden Tee Cocktail Lounge,1,Cocktail bar,Cocktail bar
Golden Triangle Optometric Center,1,Contact lenses supplier|Eye care center|Optician|Optometrist,Contact lenses supplier|Eye care center|Optician|Optometrist
Golden Triangle Self Storage,1,Moving and storage service|Moving supply store|Packaging supply store|Self-storage facility,Moving and storage service|Moving supply store|Packaging supply store|Self-storage facility
Golden West Apartments,1,Apartment building|Apartment complex,Apartment building|Apartment complex
Golden West Furniture Store,1,Furniture store,Furniture store
GoldenBoy Mobility,1,Wheelchair store,Wheelchair store
Goldfingers Gentlemen's club,1,Adult entertainment club|Night club,Adult entertainment club|Night club
Goldfish Point,1,Peninsula,Peninsula
Goldfish Point Cafe,1,coffee_shop|Sandwich shop|Wine bar,Coffee shop|Sandwich shop|Wine bar
Goldie Pops Popcorn,1,Dessert shop|Farmers' market|Food manufacturer|Popcorn store|Snack bar,Dessert shop|Farmers' market|Food manufacturer|Popcorn store|Snack bar
Goldilocks National City,1,Bakery|Cake shop|Filipino restaurant,Bakery|Cake shop|Filipino restaurant
Goldline,1,beauty_salon,Beauty salon|Hair salon
"Goldn Bloom Cannabis Dispensary, San Diego",1,Alternative medicine practitioner|Cannabis store|Wellness center,Alternative medicine practitioner|Cannabis store|Wellness center
Golf Country Mini Storage,1,Storage facility,Storage facility
Golf Galaxy,2,Clothing store|Golf club|Golf instructor|Golf shop|Men's clothing store|Outdoor sports store|Shoe store|Sporting goods store|Sportswear store|Women's clothing store,Clothing store|Golf club|Golf instructor|Golf shop|Men's clothing store|Outdoor sports store|Shoe store|Sporting goods store|Sportswear store|Women's clothing store
Golf Pro Shop,1,Golf shop|Running store|Sportswear store,Golf shop|Running store|Sportswear store
Golf at Omni La Costa,1,Golf course|Golf driving range|Golf instructor|Golf shop,Golf course|Golf driving range|Golf instructor|Golf shop
Golfview Center,1,Shopping mall,Shopping mall
Golosito,1,restaurant_mexican|restaurant,Mexican restaurant|Restaurant
Gomez Miryam G,1,Counselor,Counselor
"Gomez Trial Attorneys, San Diego Accident & Injury Lawyers",1,Attorney|Law firm|Personal injury attorney|Trial attorney,Attorney|Law firm|Personal injury attorney|Trial attorney
Gomez's Barber Shop,1,Barber shop|Health and beauty,Barber shop|Health and beauty
Gomeznutricion,1,Gluten-free restaurant,Gluten-free restaurant
Gompers Park,1,park|poi_attraction,Park|Tourist attraction
Gondola Ride San Diego,1,Boat rental service|Boat tour agency|Tour agency|Tour operator|poi_attraction,Boat rental service|Boat tour agency|Tour agency|Tour operator|Tourist attraction
Gone Bananas Beachwear,1,Beach clothing store|Clothing store|Swimwear store|Women's clothing store,Beach clothing store|Clothing store|Swimwear store|Women's clothing store
Gone Sailing,1,Boat rental service|Yacht broker,Boat rental service|Yacht broker
Gong Cha,1,Bubble tea store,Bubble tea store
Gong Cha -Mira Mesa,1,Bubble tea store|Soft drinks shop|Tea house,Bubble tea store|Soft drinks shop|Tea house
Gonstead Family Chiropractic: Zach Beatty Chiropractor,1,Chiropractor|Pain management physician,Chiropractor|Pain management physician
Gonzales Mess Hall,1,restaurant,Restaurant
Good Company Barbershop,1,Barber shop,Barber shop
"Good Earth Plant Company, Inc.",1,Interior plant service,Interior plant service
"Good Fellow Realty: John Reardon Broker, MBA",1,Real estate agents,Real estate agents
Good Guys Tavern,1,bar|Bar & grill|Pub|Sports bar,Bar|Bar & grill|Pub|Sports bar
Good Life Home Furnishings,1,Bedroom furniture store|Children's furniture store|Discount store|Furniture store|Futon store|Mattress store|Rustic furniture store|Sofa store,Bedroom furniture store|Children's furniture store|Discount store|Furniture store|Futon store|Mattress store|Rustic furniture store|Sofa store
Good Life Property Management,1,Property management company|Real estate agents,Property management company|Real estate agents
Good Moments Tea Bar,1,Tea house,Tea house
Good Neighbor Tattoo,1,Tattoo shop,Tattoo shop
Good Nite Inn,1,Hotel,Hotel
Good Nite Inn near Seaworld,1,Hotel,Hotel
Good Old Days Spices Najat Delly,1,Grocery store,Grocery store
Good Point Gasoline,1,auto_repair|Gas station,Auto repair shop|Gas station
Good Samaritan Episcopal Church,1,Episcopal church,Episcopal church
Good Shepherd Catholic Church,1,Catholic church|Church,Catholic church|Church
Good Steward Mangement,1,Business management consultant,Business management consultant
Good Time Design,1,Consultant|Event planner|Graphic designer|Interior designer|Marketing agency,Consultant|Event planner|Graphic designer|Interior designer|Marketing agency
